,Year:,Month:,County:,Vegetation Condition Index(VIC):,Pasture condition:,Browse condition:,Cattle body condition:,Goats body condition:,Current milk production:,Current cattle prices:,Current goats prices:,Livestock mortality:,Maize prices:,Distance from households to main water sources:,Distance from livestock grazing area to main water sources:,Terms of trade:,Children at risk of malnutrition:,Drought phase classification:,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,_tags,_index
176,2020.0,July,Narok,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246255220,c5dc2486-3c3b-46d9-9b2a-d424066f6994,2021-12-28 17:07:20,,,submitted_via_web,,,177
177,2021.0,June,Meru,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,Below LTA,Above LTA,At LTA,,Below LTA,Above LTA,Below LTA,At LTA,At LTA,Normal,246255893,04affcf4-207a-4fb5-9e7d-60371e9233bf,2021-12-28 17:10:05,,,submitted_via_web,,,178
178,2021.0,June,Nyeri,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Above LTA,Below LTA,Below LTA,,At LTA,Above LTA,Above LTA,Below LTA,Below LTA,Normal,246256588,48fd76ec-6967-4a31-a7b6-313ef8868485,2021-12-28 17:12:21,,,submitted_via_web,,,179
179,2021.0,June,Kilifi,Extreme,2.0,2.0,2.0,2.0,Below LTA,Above LTA,Above LTA,,Below LTA,Above LTA,Above LTA,Above LTA,At LTA,Alert,246257416,4db38c03-eaa2-4059-8914-13f1df6a671c,2021-12-28 17:15:29,,,submitted_via_web,,,180
180,2020.0,June,Baringo,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,At LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246258111,212d87a2-04a4-4171-b6fa-2cb68f6872ef,2021-12-28 17:18:12,,,submitted_via_web,,,181
181,2020.0,June,Mandera,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,Above LTA,At LTA,At LTA,No death of livestock reported,Above LTA,At LTA,Below LTA,At LTA,Below LTA,Normal,246258767,8cc78ff4-31b2-428f-83df-2a7f65e90984,2021-12-28 17:20:50,,,submitted_via_web,,,182
182,2021.0,June,Kwale,Normal vegetation greenness,2.0,3.0,2.0,3.0,Below LTA,Above LTA,At LTA,,Below LTA,Above LTA,Above LTA,Above LTA,At LTA,Normal,246259148,f7a35e08-d38d-4945-a49e-8eeee797ec82,2021-12-28 17:21:58,,,submitted_via_web,,,183
183,2021.0,June,Lamu,Normal vegetation greenness,3.0,3.0,1.0,1.0,At LTA,Above LTA,At LTA,,At LTA,Above LTA,Above LTA,Above LTA,Above LTA,Alert,246260427,45af398e-c847-4159-bcd2-e92310322a55,2021-12-28 17:25:58,,,submitted_via_web,,,184
184,2021.0,June,Taita taveta,Normal vegetation greenness,3.0,3.0,3.0,3.0,Above LTA,At LTA,Above LTA,,Above LTA,Above LTA,Above LTA,At LTA,At LTA,Normal,246261070,7b604fce-1f4c-4d6c-9c2b-27077c8bc263,2021-12-28 17:28:36,,,submitted_via_web,,,185
185,2020.0,June,Turkana,Vegetation greenness Above normal,2.0,3.0,3.0,3.0,Below LTA,At LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,,Normal,246261104,bcd172a5-7cc0-4bb8-a8b0-6ac20ccda830,2021-12-28 17:28:49,,,submitted_via_web,,,186
186,2021.0,June,Narok,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Above LTA,Above LTA,Above LTA,,At LTA,Above LTA,Above LTA,Above LTA,Below LTA,Normal,246262250,834c0dfb-131e-4bcc-ad77-2c8245c4565d,2021-12-28 17:31:42,,,submitted_via_web,,,187
187,2021.0,May,Baringo,Normal vegetation greenness,2.0,2.0,2.0,2.0,Below LTA,Above LTA,Above LTA,,Below LTA,At LTA,At LTA,Above LTA,Below LTA,Normal,246263710,9e75a080-71e9-48e8-9675-806edc7762d7,2021-12-28 17:37:08,,,submitted_via_web,,,188
188,2021.0,May,Mandera,Normal vegetation greenness,2.0,2.0,2.0,2.0,Above LTA,Below LTA,Above LTA,,At LTA,Above LTA,Above LTA,Above LTA,Above LTA,Alert,246264858,6ef1875c-b907-44cc-a24f-be2944f96e58,2021-12-28 17:40:08,,,submitted_via_web,,,189
189,2021.0,May,Turkana,Vegetation greenness Above normal,2.0,3.0,2.0,2.0,Below LTA,At LTA,At LTA,,At LTA,Above LTA,Below LTA,Above LTA,Above LTA,Normal,246265916,5860a34d-d1e4-4573-8eb8-ef3e8c5bfca7,2021-12-28 17:44:20,,,submitted_via_web,,,190
190,2021.0,May,Marsabit,Moderate vegetation deficit,1.0,2.0,1.0,3.0,Below LTA,At LTA,At LTA,,At LTA,Above LTA,At LTA,Above LTA,Above LTA,Alert,246266460,fafdf7ff-b991-4a0f-97d3-3b5ea1ab2770,2021-12-28 17:46:52,,,submitted_via_web,,,191
191,2021.0,May,Wajir,Normal vegetation greenness,1.0,2.0,2.0,2.0,Below LTA,Below LTA,Below LTA,,Above LTA,At LTA,At LTA,Above LTA,Below LTA,Alert,246267316,fe42b76a-1355-46f0-b940-b69812253cff,2021-12-28 17:49:05,,,submitted_via_web,,,192
192,2021.0,May,Samburu,Moderate vegetation deficit,2.0,2.0,2.0,2.0,Above LTA,Above LTA,Above LTA,,At LTA,Above LTA,Below LTA,Above LTA,Below LTA,Alert,246268083,30ac99c9-adf4-4b76-b574-9dc34fdec58e,2021-12-28 17:51:25,,,submitted_via_web,,,193
193,2021.0,May,Garissa,Moderate vegetation deficit,1.0,1.0,1.0,2.0,Below LTA,Above LTA,Above LTA,,Above LTA,Above LTA,Above LTA,Above LTA,At LTA,Alert,246268917,9c0382c0-c281-44fc-800b-bd37043cd829,2021-12-28 17:54:29,,,submitted_via_web,,,194
194,2021.0,May,Isiolo,Moderate vegetation deficit,1.0,1.0,2.0,2.0,Below LTA,Above LTA,At LTA,,Above LTA,Above LTA,At LTA,Above LTA,Above LTA,Alert,246270085,18b08c07-6d8a-4f4f-90be-ccbb4d326334,2021-12-28 17:59:10,,,submitted_via_web,,,195
195,2021.0,May,Tana river,Moderate vegetation deficit,2.0,2.0,2.0,2.0,Above LTA,At LTA,At LTA,,Below LTA,Above LTA,Above LTA,Above LTA,Above LTA,Alert,246271149,c6eb3637-0a89-428f-a592-6922dcb7be41,2021-12-28 18:02:46,,,submitted_via_web,,,196
196,2021.0,May,Kajiado,Vegetation greenness Above normal,2.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,At LTA,Above LTA,At LTA,Above LTA,Below LTA,Normal,246272125,553a3715-348c-4c49-91ac-f71240cbd264,2021-12-28 18:05:08,,,submitted_via_web,,,197
197,2021.0,May,Laikipia,Normal vegetation greenness,2.0,2.0,2.0,2.0,Below LTA,Above LTA,Above LTA,,Below LTA,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246272992,cee753ba-a04b-487e-9c52-dcc41c408133,2021-12-28 18:07:30,,,submitted_via_web,,,198
198,2021.0,May,Tharaka nithi,Vegetation greenness Above normal,2.0,3.0,3.0,3.0,Below LTA,Above LTA,At LTA,,Below LTA,Below LTA,At LTA,At LTA,At LTA,Normal,246273759,606a9177-59ea-451b-9cb7-139e709a9a72,2021-12-28 18:10:21,,,submitted_via_web,,,199
199,2021.0,May,West pokot,Vegetation greenness Above normal,2.0,3.0,2.0,2.0,At LTA,Above LTA,Above LTA,,Below LTA,Above LTA,At LTA,Above LTA,Below LTA,Normal,246274241,ed77c0c9-4510-4cb9-854f-09c922f5ce59,2021-12-28 18:12:36,,,submitted_via_web,,,200
200,2021.0,May,Embu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Below LTA,Above LTA,At LTA,Above LTA,At LTA,Normal,246275038,be13d4b1-d62c-4349-9291-15e8aad52314,2021-12-28 18:15:08,,,submitted_via_web,,,201
201,2021.0,May,Kitui,Normal vegetation greenness,2.0,2.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Alert,246276150,803a9f18-201f-4af5-b30c-e2739f5f23be,2021-12-28 18:17:44,,,submitted_via_web,,,202
202,2021.0,May,Makueni,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,At LTA,Above LTA,Above LTA,Above LTA,At LTA,Normal,246276581,2fb2d3cc-d89f-417f-944c-65ae75dc7ae0,2021-12-28 18:20:04,,,submitted_via_web,,,203
203,2021.0,May,Meru,Vegetation greenness Above normal,2.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,Below LTA,Above LTA,At LTA,Above LTA,At LTA,Normal,246285505,0c5f7dde-d71a-4331-8d8a-d25c9c2e7774,2021-12-28 18:54:04,,,submitted_via_web,,,204
204,2021.0,May,Nyeri,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Below LTA,Below LTA,Below LTA,,Above LTA,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246286623,3ce91ec5-4ab3-4ef7-8863-8614f99e25f2,2021-12-28 18:57:04,,,submitted_via_web,,,205
205,2021.0,May,Kilifi,Severe vegetation deficit,1.0,2.0,2.0,2.0,Above LTA,Above LTA,Above LTA,,Below LTA,Above LTA,Above LTA,Above LTA,At LTA,Alert,246287235,1d06c231-196a-49e9-9153-74b32f268029,2021-12-28 18:59:49,,,submitted_via_web,,,206
206,2021.0,May,Kwale,Normal vegetation greenness,2.0,3.0,2.0,2.0,Above LTA,,Above LTA,,Below LTA,Above LTA,Above LTA,Above LTA,At LTA,Normal,246288302,0f22da2f-5471-4019-a8db-2e5dae6d7859,2021-12-28 19:04:13,,,submitted_via_web,,,207
207,2021.0,May,Lamu,Normal vegetation greenness,1.0,2.0,2.0,2.0,Above LTA,Above LTA,At LTA,,Below LTA,Above LTA,Below LTA,Above LTA,At LTA,Alert,246289118,0106c095-26a0-4761-b485-08a1d6a5d6fa,2021-12-28 19:06:52,,,submitted_via_web,,,208
208,2020.0,June,Marsabit,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,At LTA,No death of livestock reported,At LTA,At LTA,Below LTA,Above LTA,Below LTA,Normal,246289310,23304084-f373-4239-88ac-03ca5b9771bf,2021-12-28 19:07:43,,,submitted_via_web,,,209
209,2021.0,May,Taita taveta,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,At LTA,Above LTA,,Above LTA,Above LTA,At LTA,At LTA,Below LTA,Normal,246289765,38f7e544-44ae-4975-b453-4193321d892a,2021-12-28 19:09:37,,,submitted_via_web,,,210
210,2020.0,June,Wajir,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,At LTA,Normal,246289862,cf196a7b-68cd-4384-b8d4-14fe1c67959b,2021-12-28 19:10:05,,,submitted_via_web,,,211
211,2020.0,June,Samburu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,At LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246290195,2aadae1c-eda2-4ac3-8235-6193d1b170cf,2021-12-28 19:11:44,,,submitted_via_web,,,212
212,2021.0,May,Narok,Vegetation greenness Above normal,2.0,3.0,2.0,2.0,At LTA,Above LTA,Above LTA,,Below LTA,Above LTA,At LTA,Above LTA,At LTA,Normal,246290288,4b4e03ce-d225-4537-8294-9e797cc102d9,2021-12-28 19:12:01,,,submitted_via_web,,,213
213,2020.0,June,Garissa,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246290789,1a0f9290-5c05-4516-9e38-b4dbcba3a1c3,2021-12-28 19:13:34,,,submitted_via_web,,,214
214,2020.0,June,Isiolo,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,At LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246291051,f8beeab2-3e18-487e-b755-e11c8df69528,2021-12-28 19:15:19,,,submitted_via_web,,,215
215,2020.0,June,Tana river,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,At LTA,Below LTA,Above LTA,Above LTA,Normal,246291536,47abdca6-224d-4f8b-aafb-8572a61a4b2e,2021-12-28 19:16:54,,,submitted_via_web,,,216
216,2020.0,June,Kajiado,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,Death of livestock reported,At LTA,At LTA,Below LTA,Above LTA,Below LTA,Normal,246291858,ee30002a-4cc9-4983-bac4-04f34196a4be,2021-12-28 19:18:41,,,submitted_via_web,,,217
217,2020.0,June,Laikipia,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,,At LTA,Above LTA,No death of livestock reported,Below LTA,At LTA,Above LTA,Above LTA,Below LTA,Normal,246292161,077f36bf-ad92-4ec2-987b-dcdd852f4a6d,2021-12-28 19:20:23,,,submitted_via_web,,,218
218,2020.0,June,Tharaka nithi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Below LTA,Above LTA,Below LTA,Above LTA,Below LTA,Normal,246292736,5f3f97ef-77cd-4726-9f8b-7f44f3199ca0,2021-12-28 19:22:19,,,submitted_via_web,,,219
219,2020.0,June,West pokot,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Below LTA,,Above LTA,Normal,246293664,466bd86c-9c98-4e70-a149-4c347ea75f3b,2021-12-28 19:27:00,,,submitted_via_web,,,220
220,2020.0,June,Embu,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,Below LTA,At LTA,Above LTA,,Below LTA,At LTA,Below LTA,Above LTA,At LTA,Normal,246294217,80ac8d2c-580f-485b-a9a9-b66a5bc23ac8,2021-12-28 19:29:28,,,submitted_via_web,,,221
221,2020.0,June,Kitui,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,At LTA,At LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246294942,8ffa1d43-5441-4df6-96a2-494b52475608,2021-12-28 19:32:07,,,submitted_via_web,,,222
222,2020.0,June,Makueni,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,At LTA,Above LTA,Below LTA,,Below LTA,At LTA,At LTA,Above LTA,Below LTA,Normal,246297224,1ed2d247-1937-4268-9916-a28af38c92ec,2021-12-28 19:42:19,,,submitted_via_web,,,223
223,2020.0,June,Meru,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,At LTA,At LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246297919,339a69f1-d86c-4581-810f-71d9021882a1,2021-12-28 19:44:31,,,submitted_via_web,,,224
224,2020.0,June,Nyeri,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246298366,a8ffafbf-2dbd-49ea-915b-35d262949816,2021-12-28 19:46:29,,,submitted_via_web,,,225
225,2020.0,June,Kilifi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,,Above LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246299011,b157f7b0-4768-4fea-afad-8dc58eb40bcc,2021-12-28 19:49:28,,,submitted_via_web,,,226
226,2020.0,June,Kwale,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,,Above LTA,Above LTA,Above LTA,Above LTA,Below LTA,Normal,246299222,649d5007-1fc5-459f-87f2-7224b53a299b,2021-12-28 19:50:44,,,submitted_via_web,,,227
227,2020.0,June,Lamu,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,Above LTA,Above LTA,At LTA,,Above LTA,Above LTA,At LTA,Above LTA,Above LTA,Normal,246299498,e6ef3120-e7b8-4bc8-a0dd-9748a9c3f8d6,2021-12-28 19:52:08,,,submitted_via_web,,,228
228,2020.0,June,Taita taveta,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Below LTA,At LTA,Below LTA,Above LTA,Below LTA,Normal,246299711,d1d73782-aa75-4fea-b825-b78985883828,2021-12-28 19:53:17,,,submitted_via_web,,,229
229,2020.0,June,Narok,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246299974,f5f2015d-840a-4058-bedd-44a998a01cef,2021-12-28 19:55:02,,,submitted_via_web,,,230
230,2020.0,May,Baringo,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246301256,3dc1f3d4-cbba-450a-8d72-f2ed157b03a7,2021-12-28 20:00:45,,,submitted_via_web,,,231
231,2020.0,May,Mandera,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,At LTA,,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246301649,515b3c67-7427-4d61-913b-026a3aa89916,2021-12-28 20:03:26,,,submitted_via_web,,,232
232,2020.0,May,Turkana,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,At LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,,Normal,246302895,ae26a082-7765-4969-abe6-55161213a5f9,2021-12-28 20:08:53,,,submitted_via_web,,,233
233,2020.0,May,Marsabit,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Below LTA,,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246304018,e7a2ade4-2fa1-47fe-a5da-80af125df065,2021-12-28 20:13:00,,,submitted_via_web,,,234
234,2020.0,May,Wajir,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,,At LTA,Below LTA,Below LTA,At LTA,,Normal,246305939,59553e6d-767e-4eb3-af8f-97d7e029ca25,2021-12-28 20:21:40,,,submitted_via_web,,,235
235,2020.0,May,Samburu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,At LTA,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246306870,f81d0776-7412-4f77-9229-4ed28bd40cf3,2021-12-28 20:25:46,,,submitted_via_web,,,236
236,2020.0,May,Garissa,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Above LTA,Below LTA,,Above LTA,Below LTA,Normal,246307409,5956a5b6-18f3-44b0-a6f6-1479cff9cbe6,2021-12-28 20:28:50,,,submitted_via_web,,,237
237,2020.0,May,Isiolo,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246307810,975b9f57-d21a-402e-a60f-732ce55e94c2,2021-12-28 20:31:35,,,submitted_via_web,,,238
238,2020.0,May,Tana river,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,At LTA,,Above LTA,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246308154,21c2453a-7e4c-4444-bb94-53b7d726dfca,2021-12-28 20:33:37,,,submitted_via_web,,,239
239,2020.0,May,Kajiado,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,At LTA,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246309159,37de83a2-d0be-4527-8734-2949d0a027f5,2021-12-28 20:36:51,,,submitted_via_web,,,240
240,2020.0,May,Laikipia,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Below LTA,,At LTA,Above LTA,Below LTA,Normal,246310440,ecabf909-7be5-44b9-a632-97d7853e1aa6,2021-12-28 20:42:01,,,submitted_via_web,,,241
241,2020.0,May,Tharaka nithi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Below LTA,,Below LTA,Normal,246311286,5af2bef9-1f34-47d7-893a-4efcfe0819e9,2021-12-28 20:45:41,,,submitted_via_web,,,242
242,2020.0,May,West pokot,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,,Normal,246350699,d60b8f0e-ed02-4720-a48d-4cf4f3c0eefa,2021-12-29 03:50:09,,,submitted_via_web,,,243
243,2020.0,May,Embu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,,246350966,1c51250a-844a-4c1f-bd1d-f2cd916b69b9,2021-12-29 03:52:24,,,submitted_via_web,,,244
244,2020.0,May,Kitui,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,At LTA,At LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246351241,411a536d-6268-469b-9e1a-9ae7b9d26337,2021-12-29 03:55:01,,,submitted_via_web,,,245
245,2020.0,May,Makueni,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Below LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246351577,4744f511-7ed9-4e6a-be02-c1c2d3ea6cf6,2021-12-29 03:56:57,,,submitted_via_web,,,246
246,2020.0,May,Meru,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246351908,37683119-5595-43b6-8ccf-e1b2c7195732,2021-12-29 03:59:26,,,submitted_via_web,,,247
247,2020.0,May,Nyeri,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246352175,10bd5045-d3d2-41f2-b84e-bc993d1c8eee,2021-12-29 04:01:40,,,submitted_via_web,,,248
248,2020.0,May,Kilifi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246352341,5a27b8aa-4d5a-42d2-b60a-256bb7c93136,2021-12-29 04:03:59,,,submitted_via_web,,,249
249,2020.0,May,Kwale,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,At LTA,Above LTA,At LTA,Above LTA,Below LTA,Normal,246352685,5d027e45-b8e6-4ebc-b55f-0f37a549fe68,2021-12-29 04:06:04,,,submitted_via_web,,,250
250,2020.0,May,Lamu,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,At LTA,At LTA,At LTA,,At LTA,Above LTA,Above LTA,Above LTA,Below LTA,Normal,246353270,972b6091-bcea-463f-ab26-c7044a1e9362,2021-12-29 04:08:11,,,submitted_via_web,,,251
251,2020.0,May,Taita taveta,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,Below LTA,Above LTA,Below LTA,Above LTA,Below LTA,Normal,246353709,dbcd03ae-1baf-4ce7-87e7-5f7800703f85,2021-12-29 04:12:21,,,submitted_via_web,,,252
252,2020.0,May,Narok,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246354095,19c389d0-974d-4631-89db-25289a0a2fda,2021-12-29 04:15:00,,,submitted_via_web,,,253
253,2020.0,April,Baringo,Vegetation greenness Above normal,2.0,3.0,2.0,2.0,At LTA,Above LTA,Above LTA,,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246354705,e348935e-8185-4602-9152-612ff242f4f8,2021-12-29 04:19:03,,,submitted_via_web,,,254
254,2020.0,April,Mandera,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,Above LTA,Above LTA,At LTA,,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246354989,da06ae5b-a0a0-4d39-99ef-a82fe4838134,2021-12-29 04:22:51,,,submitted_via_web,,,255
255,2020.0,May,Turkana,Vegetation greenness Above normal,2.0,3.0,3.0,3.0,Above LTA,At LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,,Normal,246355658,c9fa0d82-1af5-43e4-88c8-b54589007328,2021-12-29 04:27:12,,,submitted_via_web,,,256
256,2020.0,April,Marsabit,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246356215,2cf7e521-0ca5-48b6-9408-607d6f61a9c6,2021-12-29 04:30:42,,,submitted_via_web,,,257
257,2020.0,April,Wajir,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,,Normal,246356544,b6b36fee-acd6-4610-8df0-e1813ad7d8a1,2021-12-29 04:33:42,,,submitted_via_web,,,258
258,2020.0,April,Samburu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,Death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246359297,04ad59bf-cab6-41b5-842d-05f21ae5ee88,2021-12-29 04:47:48,,,submitted_via_web,,,259
259,2020.0,April,Garissa,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246359539,173314c0-29e5-48ec-b0df-e15d7da891a1,2021-12-29 04:49:55,,,submitted_via_web,,,260
260,2020.0,April,Isiolo,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,At LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246359947,1c656cc8-a565-4866-bacb-794cf231251c,2021-12-29 04:51:30,,,submitted_via_web,,,261
261,2020.0,April,Tana river,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,Below LTA,Above LTA,At LTA,Death of livestock reported,Below LTA,Above LTA,Below LTA,Above LTA,Above LTA,Normal,246360288,6a9ce6ff-2ded-4f1d-8c58-84bfef105114,2021-12-29 04:53:25,,,submitted_via_web,,,262
262,2020.0,April,Kajiado,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,Death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246360520,2215f869-8a0f-4611-93d1-d75b63732fe2,2021-12-29 04:55:23,,,submitted_via_web,,,263
263,2020.0,April,Laikipia,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,At LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246360829,abbfa19d-b43a-4ffb-8971-a302329410f7,2021-12-29 04:57:28,,,submitted_via_web,,,264
264,2020.0,April,Tharaka nithi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,At LTA,Below LTA,Normal,246361116,1412e246-76dd-4039-bd28-1cd4d3a14975,2021-12-29 04:59:43,,,submitted_via_web,,,265
